ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,
1.04639,-0.106445,-0.169434,-2.50244,5.24902,1.52588,-312,-37,125,-148.118,-78.9423,14.9799,0.0800781,0.327637,0.836914,-8.91113,-11.9019,-27.5879,71,93,367,-0.159302,-8.15735,-86.6052,0.845215,-0.114258,-0.19873,-21.9727,7.62939,35.1562,-85,-20,198,-105.348,-69.884,3.82324,0.79541,-0.36377,-0.164062,-8.36182,-3.17383,34.79,-113,435,181,-105.117,-54.7009,82.3755,
1.03809,-0.0966797,-0.163086,-4.39453,4.57764,2.01416,-322,-34,120,-147.843,-79.0027,14.6613,0.125,0.271484,0.844238,-11.4136,-15.625,-33.5693,71,93,367,-0.0384521,-8.41003,-87.1985,0.860352,-0.175781,-0.184082,-25.8179,9.82666,41.8091,-85,-21,201,-105.156,-69.2798,3.08716,0.833496,-0.465332,-0.159668,-8.72803,-0.183105,45.8374,-113,437,180,-105.128,-54.1516,82.1997,
1.02979,-0.0854492,-0.189941,-3.05176,5.37109,2.44141,-315,-35,122,-147.513,-79.0576,14.2548,0.191895,0.165039,0.873535,-12.207,-18.2495,-38.5132,71,93,367,0,-8.68469,-87.7148,0.876953,-0.280273,-0.166016,-28.0762,12.7563,48.1567,-86,-21,202,-104.859,-68.703,2.29065,0.833984,-0.520508,-0.17334,-15.0146,0.915527,49.6216,-113,439,180,-105.095,-53.3057,81.8481,
1.01904,-0.0917969,-0.18457,-0.549316,4.57764,2.62451,-315,-36,122,-147.222,-79.1016,13.9087,0.221191,0.0737305,0.902344,-14.7705,-18.6157,-41.4429,71,93,367,-0.0494385,-9.09668,-88.4894,0.881348,-0.35791,-0.155762,-28.9307,14.2212,50.6592,-86,-19,202,-104.293,-67.8131,1.02722,0.819336,-0.55957,-0.175293,-18.7378,3.17383,52.3071,-112,443,180,-105.095,-52.3993,81.3977,
1.03516,-0.09375,-0.183105,0.0610352,3.35693,2.74658,-317,-35,122,-146.849,-79.1345,13.5132,0.250488,-0.0556641,0.951172,-15.7471,-20.3247,-43.335,71,93,367,-0.22522,-9.55261,-89.3243,0.872559,-0.475098,-0.112793,-29.6631,14.3433,51.4526,-84,-17,201,-103.661,-66.8353,-0.340576,0.801758,-0.64502,-0.19873,-17.5781,4.88281,52.124,-111,447,181,-105.051,-51.7126,81.0022,
1.05176,-0.101562,-0.206055,0.610352,5.49316,4.02832,-315,-35,122,-146.387,-79.1565,13.0133,0.26709,-0.180176,0.998535,-12.7563,-22.9492,-43.2129,71,93,367,-0.384521,-9.92615,-89.9561,0.853516,-0.630859,-0.0717773,-28.5645,13.5498,48.0957,-84,-12,200,-103.178,-66.0663,-1.37329,0.778809,-0.717285,-0.188477,-19.165,5.98145,48.2788,-109,448,182,-105.007,-50.8392,80.4749,
1.05664,-0.116211,-0.221191,3.60107,7.20215,5.79834,-315,-34,121,-145.816,-79.184,12.4091,0.302246,-0.310059,1.05078,-8.54492,-25.5737,-38.3911,71,93,367,-0.604248,-10.4755,-90.7635,0.859863,-0.757324,-0.0263672,-26.1841,12.207,42.1753,-82,-12,198,-102.552,-65.0775,-2.68616,0.747559,-0.768555,-0.159668,-15.0146,6.46973,38.7573,-108,451,182,-104.947,-50.0922,79.975,
1.0415,-0.129883,-0.206055,6.10352,4.57764,6.5918,-316,-32,122,-144.871,-79.184,11.4532,0.362793,-0.429688,1.09424,-4.5166,-24.9634,-32.2876,71,93,367,-0.758057,-10.9314,-91.2909,0.901855,-0.897949,0.0117188,-17.2729,9.8877,29.2969,-82,-10,198,-102.112,-64.4238,-3.54309,0.761719,-0.827148,-0.155273,-8.36182,6.22559,24.4141,-106,454,182,-104.875,-49.6747,79.6564,
1.04004,-0.118652,-0.17041,7.20215,-2.31934,6.04248,-318,-33,121,-144.311,-79.129,10.9424,0.386719,-0.491211,1.13232,-1.34277,-17.7612,-23.1934,71,93,367,-0.966797,-11.4478,-91.8347,0.920898,-0.95459,0.0395508,-9.82666,7.69043,17.2119,-80,-10,198,-101.541,-63.7866,-4.46045,0.764648,-0.891602,-0.146973,-6.40869,5.67627,12.3901,-105,458,181,-104.788,-49.3561,79.3433,
1.03955,-0.0927734,-0.152344,6.40869,-6.65283,5.24902,-318,-33,120,-144.009,-78.9917,10.7776,0.391113,-0.53418,1.17871,4.45557,-9.09424,-10.8032,71,93,367,-1.12061,-11.7664,-92.1149,0.919434,-0.974609,0.0727539,-4.5166,4.94385,0.732422,-82,-7,199,-101.069,-63.457,-5.09216,0.753906,-0.927246,-0.125,-0.976562,3.66211,-3.96729,-104,460,182,-104.738,-49.3066,79.2059,
1.02051,-0.0810547,-0.163086,4.63867,-7.8125,5.12695,-318,-34,122,-144.036,-78.8269,10.9534,0.343262,-0.453125,1.15283,0.549316,-0.976562,2.92969,71,93,367,-1.25244,-11.8927,-92.1588,0.911133,-0.94873,0.0771484,5.18799,1.95312,-13.3667,-82,-7,198,-100.778,-63.3966,-5.39978,0.741211,-0.911621,-0.118164,4.5166,2.2583,-14.4653,-104,460,181,-104.661,-49.4769,79.1345,
0.96582,-0.120117,-0.151367,6.28662,-9.33838,4.69971,-318,-31,124,-144.058,-78.6841,11.0577,0.316406,-0.402832,1.09766,-5.49316,3.54004,13.855,71,93,367,-1.57104,-11.9037,-91.9556,0.892578,-0.84082,0.0629883,12.8784,0.671387,-21.3623,-83,-7,198,-100.377,-63.5449,-5.60852,0.75,-0.81543,-0.117676,10.6812,-0.305176,-26.123,-103,461,180,-104.568,-49.856,79.2114,
0.961426,-0.134766,-0.143066,7.8125,-10.3149,2.99072,-315,-29,124,-144.119,-78.4808,11.261,0.269043,-0.325195,1.03418,-2.0752,9.8877,25.5127,71,93,367,-1.8457,-11.8323,-91.6315,0.883301,-0.67334,0.0209961,18.0054,-1.52588,-29.6021,-83,-6,199,-100.042,-63.913,-5.61401,0.772461,-0.702637,-0.134277,13.5498,-1.95312,-33.2031,-103,462,180,-104.502,-50.246,79.3433,
1.00244,-0.131348,-0.133301,6.89697,-8.42285,1.40381,-316,-30,123,-144.212,-78.349,11.4752,0.243164,-0.262695,1.00342,-1.95312,15.0146,31.9214,71,93,367,-2.1698,-11.5906,-91.0162,0.88623,-0.52832,-0.0249023,20.874,-3.54004,-34.8511,-84,-6,200,-99.8877,-64.3195,-5.41626,0.789551,-0.633789,-0.145508,14.5264,-3.17383,-36.377,-104,461,179,-104.436,-50.8447,79.6014,
1.02734,-0.121582,-0.121582,3.78418,-5.5542,0.244141,-316,-29,123,-144.344,-78.2446,11.7554,0.20459,-0.170898,0.970215,-1.2207,19.5923,35.8887,71,93,367,-2.46094,-11.2115,-90.2911,0.87793,-0.42334,-0.0498047,20.6299,-5.18799,-36.499,-86,-6,198,-99.8438,-64.9731,-4.97681,0.795898,-0.565918,-0.154785,14.4653,-4.45557,-36.9873,-105,459,179,-104.431,-51.4874,79.9365,
1.0415,-0.0961914,-0.112793,-0.671387,-4.82178,-1.09863,-316,-28,124,-144.586,-78.2117,12.1179,0.157227,-0.0786133,0.940918,2.80762,20.2026,34.8511,71,93,367,-2.59827,-10.882,-89.7363,0.862793,-0.32959,-0.0810547,18.0664,-6.89697,-35.3394,-87,-9,198,-99.9481,-65.506,-4.52637,0.802246,-0.518066,-0.160156,12.5732,-5.18799,-34.2407,-106,458,180,-104.458,-51.9598,80.2112,
1.04102,-0.074707,-0.105469,-3.90625,-1.34277,-2.62451,-314,-27,126,-144.844,-78.2281,12.4475,0.129395,-0.0195312,0.918945,6.83594,18.9209,31.9824,71,93,367,-2.63123,-10.437,-89.0387,0.862305,-0.276367,-0.102051,15.9912,-7.38525,-32.0435,-86,-8,196,-100.245,-66.1926,-3.80676,0.805176,-0.50293,-0.158691,10.9253,-5.43213,-30.1514,-106,455,181,-104.546,-52.5146,80.5792,
1.04492,-0.0786133,-0.118164,-5.06592,2.13623,-3.78418,-312,-28,124,-145.14,-78.3215,12.821,0.111328,0.0693359,0.901855,11.2915,14.7095,24.353,71,93,367,-2.52686,-10.1349,-88.5883,0.864258,-0.214844,-0.117676,12.5732,-7.01904,-25.6348,-86,-12,195,-100.651,-66.8079,-3.03772,0.817871,-0.486328,-0.155762,8.8501,-5.43213,-23.0713,-107,453,180,-104.623,-52.8607,80.8484,
1.06689,-0.111816,-0.118164,-7.99561,6.95801,-5.24902,-312,-30,123,-145.272,-78.4479,12.9474,0.103516,0.121582,0.891602,11.7798,12.3291,19.8364,71,93,367,-2.26868,-9.7998,-88.1213,0.868652,-0.17627,-0.132812,9.70459,-6.04248,-17.2119,-86,-14,195,-100.975,-67.1924,-2.4884,0.826172,-0.470215,-0.162109,7.14111,-5.12695,-17.0288,-108,452,181,-104.722,-53.2013,81.145,
1.0791,-0.13916,-0.125977,-10.498,8.48389,-5.7373,-312,-28,123,-145.355,-78.6676,12.9089,0.101074,0.183594,0.884277,9.15527,8.36182,13.7329,71,93,367,-1.96655,-9.55261,-87.7863,0.870605,-0.155273,-0.151367,6.83594,-5.12695,-10.3149,-86,-17,194,-101.409,-67.5659,-1.82922,0.825195,-0.455566,-0.169922,3.84521,-4.57764,-7.87354,-109,449,180,-104.821,-53.3881,81.3702,
1.08447,-0.152344,-0.14502,-13.2446,9.52148,-5.92041,-313,-29,122,-145.404,-78.8983,12.7386,0.116699,0.22168,0.879395,5.00488,3.17383,4.82178,71,93,367,-1.74683,-9.43726,-87.6215,0.871094,-0.147461,-0.164551,1.70898,-2.99072,-0.915527,-87,-19,196,-101.717,-67.7307,-1.42273,0.82666,-0.451172,-0.175781,0.366211,-3.479,1.95312,-109,448,181,-104.886,-53.421,81.4801,
1.06787,-0.141113,-0.154785,-15.0757,9.46045,-5.37109,-314,-31,123,-145.453,-79.0686,12.5793,0.132812,0.213867,0.870605,2.80762,1.2207,-1.0376,71,93,367,-1.48865,-9.37134,-87.5555,0.869141,-0.147949,-0.168945,-2.62451,-1.40381,5.85938,-87,-17,196,-102.068,-67.8021,-1.04919,0.827637,-0.455566,-0.179688,-2.74658,-2.62451,9.0332,-110,447,181,-104.969,-53.3221,81.535,
1.05322,-0.125977,-0.165527,-16.1743,7.14111,-3.96729,-314,-32,121,-145.618,-79.2554,12.42,0.145996,0.181152,0.887207,1.15967,-2.31934,-9.52148,71,93,367,-1.31836,-9.37134,-87.616,0.858398,-0.20752,-0.176758,-9.46045,0.427246,13.7329,-88,-19,196,-102.371,-67.6868,-0.895386,0.819336,-0.489258,-0.183105,-5.7373,-0.671387,16.9067,-110,445,180,-105.024,-53.0695,81.4746,
1.01514,-0.117676,-0.161621,-15.9912,2.38037,-1.70898,-314,-32,119,-145.8,-79.3378,12.3431,0.166504,0.148926,0.890137,-0.488281,-4.63867,-14.6484,71,93,367,-1.13159,-9.44824,-87.8302,0.867188,-0.267578,-0.163574,-13.0615,3.41797,20.2026,-88,-17,198,-102.502,-67.4945,-0.961304,0.817383,-0.512207,-0.18457,-7.69043,0.915527,23.2544,-109,446,181,-105.046,-52.8003,81.3647,
0.994629,-0.112305,-0.165527,-15.1367,-1.09863,-1.0376,-314,-32,119,-146.179,-79.3542,12.3926,0.196289,0.0976562,0.908691,-1.89209,-7.87354,-20.3857,71,93,367,-0.994263,-9.61304,-88.1653,0.875,-0.311035,-0.148926,-15.3809,4.88281,23.4985,-89,-18,197,-102.541,-67.1155,-1.26343,0.813965,-0.539062,-0.173828,-9.70459,2.0752,26.3062,-109,447,181,-105.04,-52.3663,81.134,
0.993164,-0.118652,-0.173828,-12.7563,-3.72314,-1.28174,-314,-34,119,-146.711,-79.3048,12.6178,0.215332,0.034668,0.936035,-4.15039,-9.76562,-24.5361,71,93,367,-0.939331,-9.77783,-88.4839,0.880371,-0.379395,-0.123047,-17.8223,6.5918,26.1841,-88,-18,197,-102.475,-66.7694,-1.63147,0.806641,-0.573242,-0.17041,-13.0005,3.41797,28.3813,-109,449,182,-105.04,-52.0148,80.9088,
1.02441,-0.138184,-0.188477,-9.52148,-4.45557,-1.52588,-314,-34,120,-147.134,-79.2499,12.8265,0.219238,-0.0175781,0.960938,-5.00488,-10.9863,-26.2451,71,93,367,-0.922852,-10.025,-88.9673,0.880859,-0.43457,-0.103027,-19.165,7.14111,26.6113,-87,-17,197,-102.316,-66.2585,-2.2522,0.803711,-0.612305,-0.174805,-16.1133,3.96729,27.771,-108,450,183,-105.084,-51.5369,80.5902,
1.05029,-0.157227,-0.188477,-6.71387,-6.5918,-0.976562,-314,-33,121,-147.623,-79.1455,13.0792,0.226074,-0.0810547,0.98877,-5.5542,-12.9395,-26.062,71,93,367,-0.950317,-10.2393,-89.3463,0.883301,-0.515137,-0.0722656,-19.6533,7.44629,25.3906,-87,-17,198,-102.101,-65.7202,-2.94434,0.793457,-0.655762,-0.164551,-14.5264,4.57764,26.123,-108,451,182,-105.128,-51.0754,80.2551,
1.06348,-0.155273,-0.188965,-2.0752,-9.58252,-0.305176,-313,-35,119,-147.98,-79.0302,13.3099,0.234375,-0.13623,1.00342,-5.24902,-13.7329,-24.1699,71,93,367,-1.02722,-10.5469,-89.8242,0.888184,-0.583984,-0.0463867,-16.3574,6.83594,22.583,-87,-15,198,-101.904,-65.3247,-3.47168,0.780762,-0.685547,-0.154785,-12.6343,4.27246,22.3999,-107,453,181,-105.145,-50.7678,80.0134,
1.0625,-0.140625,-0.1875,0.732422,-10.9863,-0.427246,-316,-34,119,-148.48,-78.8379,13.7329,0.240234,-0.199707,1.0249,-5.24902,-13.6108,-20.5688,71,93,367,-1.15356,-10.86,-90.2417,0.891113,-0.614746,-0.0283203,-14.4653,6.04248,19.043,-88,-16,197,-101.618,-64.8413,-4.14185,0.774902,-0.702637,-0.156738,-10.6812,3.84521,18.1274,-106,454,181,-105.161,-50.4218,79.7333,
1.05957,-0.120605,-0.198242,2.68555,-11.5967,-0.854492,-318,-35,121,-149.068,-78.6346,14.3097,0.248047,-0.255371,1.0376,-4.63867,-11.4746,-15.8691,71,93,367,-1.27991,-11.0742,-90.4999,0.897461,-0.648926,-0.00488281,-11.4746,4.57764,13.0615,-85,-14,197,-101.349,-64.4458,-4.72412,0.767578,-0.727539,-0.148926,-8.11768,2.99072,12.207,-105,455,182,-105.167,-50.2295,79.5685,
1.06934,-0.0947266,-0.20459,3.84521,-9.27734,-0.610352,-319,-36,123,-149.502,-78.4973,14.7821,0.246582,-0.276367,1.04688,-3.84521,-9.0332,-11.0474,71,93,367,-1.46667,-11.3104,-90.7416,0.89502,-0.67334,0.00341797,-7.75146,2.62451,6.95801,-86,-13,197,-101.179,-64.2206,-5.07019,0.765625,-0.750488,-0.148438,-4.21143,1.40381,5.5542,-105,455,182,-105.178,-50.0592,79.4037,
1.06104,-0.0766602,-0.198242,3.72314,-7.32422,-0.244141,-317,-37,121,-149.952,-78.36,15.304,0.246094,-0.279785,1.0376,-1.70898,-6.16455,-6.28662,71,93,367,-1.604,-11.4423,-90.8459,0.888184,-0.681641,0.00976562,-3.78418,1.28174,2.38037,-86,-11,197,-100.981,-64.0118,-5.40527,0.763672,-0.751953,-0.145996,-0.915527,0.427246,0.610352,-105,456,182,-105.172,-50.0043,79.3213,
1.02832,-0.0566406,-0.188477,2.13623,-6.16455,-0.549316,-314,-37,122,-150.271,-78.2831,15.694,0.244141,-0.258789,1.03369,-0.915527,-2.86865,-1.0376,71,93,367,-1.7688,-11.5521,-90.8899,0.894043,-0.652832,-0.000976562,3.2959,-0.305176,-2.99072,-85,-11,199,-100.827,-63.924,-5.57007,0.770996,-0.716797,-0.147461,3.23486,-0.549316,-5.49316,-105,456,181,-105.145,-50.0317,79.3103,
1.01123,-0.0507812,-0.183594,0.488281,-5.61523,-0.793457,-317,-35,124,-150.721,-78.2062,16.2433,0.240723,-0.224609,1.01172,-1.70898,0.427246,4.88281,71,93,367,-1.93909,-11.5851,-90.802,0.890137,-0.602539,-0.0185547,7.26318,-1.2207,-6.65283,-86,-11,199,-100.624,-63.913,-5.65796,0.779785,-0.685059,-0.151855,4.5166,-1.40381,-8.8501,-105,457,181,-105.112,-50.1471,79.3597,
1.00732,-0.0546875,-0.169434,-1.70898,-5.31006,-0.671387,-315,-36,122,-151.177,-78.1403,16.7761,0.23877,-0.185059,0.999023,-1.40381,4.02832,9.46045,71,93,367,-2.07642,-11.5686,-90.6702,0.888184,-0.540039,-0.043457,8.72803,-2.56348,-10.3149,-83,-11,202,-100.503,-64.0063,-5.59204,0.780762,-0.654297,-0.160156,5.43213,-2.44141,-11.7188,-104,458,182,-105.101,-50.3229,79.4696,
1.03027,-0.0683594,-0.187012,-2.0752,-4.5166,-0.0610352,-314,-35,121,-151.474,-78.0963,17.0837,0.231445,-0.153809,0.983398,-0.488281,6.28662,11.6577,71,93,367,-2.22473,-11.4807,-90.434,0.883301,-0.493164,-0.0581055,9.33838,-3.35693,-12.5732,-83,-10,200,-100.475,-64.1272,-5.46021,0.784668,-0.626953,-0.165039,5.5542,-2.80762,-13.3057,-105,458,182,-105.101,-50.4822,79.574,
1.04102,-0.0898438,-0.168457,-1.15967,-1.28174,0.610352,-314,-36,121,-151.666,-78.0524,17.2705,0.221191,-0.111816,0.966797,0.732422,8.11768,13.1836,71,93,367,-2.31262,-11.3763,-90.2252,0.876953,-0.462891,-0.0732422,9.52148,-3.84521,-13.1836,-83,-11,200,-100.497,-64.3359,-5.21301,0.789062,-0.615234,-0.163086,5.43213,-2.62451,-13.7939,-105,457,182,-105.123,-50.7129,79.7278,
1.0542,-0.111328,-0.185059,-2.44141,-3.90625,0.183105,-314,-36,120,-151.699,-78.0359,17.2925,0.208008,-0.081543,0.961914,2.2583,8.97217,13.1836,71,93,367,-2.37305,-11.2115,-89.9341,0.875488,-0.424805,-0.0878906,8.8501,-3.72314,-12.7563,-85,-11,199,-100.541,-64.5007,-5.00977,0.790039,-0.602539,-0.169922,5.18799,-2.80762,-12.8784,-106,456,180,-105.139,-50.8832,79.8486,
1.06494,-0.114746,-0.182129,-2.2583,0.305176,0.305176,-314,-37,121,-151.782,-78.0084,17.287,0.19873,-0.0424805,0.952637,3.84521,8.72803,11.9629,71,93,367,-2.36755,-11.0303,-89.6594,0.875,-0.401855,-0.0942383,7.8125,-3.54004,-11.4136,-84,-10,199,-100.646,-64.7205,-4.70215,0.794922,-0.586914,-0.167969,4.5166,-2.62451,-11.4746,-105,456,180,-105.172,-51.0864,80.0079,
1.07373,-0.116699,-0.216797,-0.732422,2.44141,0.549316,-312,-37,123,-151.677,-78.0249,17.1002,0.185547,-0.0117188,0.94873,4.21143,7.20215,9.8877,71,93,367,-2.3291,-10.9039,-89.4727,0.873047,-0.37793,-0.100098,6.34766,-3.23486,-9.27734,-85,-11,200,-100.772,-64.9127,-4.40552,0.797363,-0.57373,-0.169922,3.35693,-2.0752,-8.8501,-105,455,181,-105.205,-51.2567,80.1398,
1.05957,-0.12207,-0.208008,2.13623,2.44141,0.854492,-310,-38,122,-151.518,-78.0524,16.886,0.18457,0.00585938,0.941895,3.66211,5.67627,7.93457,71,93,367,-2.25769,-10.7721,-89.2694,0.873047,-0.361816,-0.109375,3.96729,-2.44141,-6.40869,-86,-12,200,-100.871,-65.0336,-4.20227,0.796387,-0.566895,-0.17334,1.95312,-1.70898,-5.92041,-106,455,181,-105.233,-51.3501,80.2277,
1.04688,-0.119141,-0.197266,4.02832,1.34277,0.793457,-309,-37,122,-151.271,-78.0688,16.6443,0.186035,0.0195312,0.936523,2.62451,3.60107,5.12695,71,93,367,-2.19727,-10.7007,-89.1541,0.873535,-0.360352,-0.112793,2.56348,-1.70898,-4.08936,-85,-13,199,-101.008,-65.1489,-3.98254,0.799316,-0.568359,-0.175293,1.2207,-1.46484,-3.479,-106,454,182,-105.266,-51.427,80.3046,
1.03076,-0.114746,-0.196289,3.66211,1.2207,0.305176,-309,-36,122,-151.111,-78.0743,16.507,0.192871,0.0224609,0.934082,2.0752,2.38037,3.05176,71,93,367,-2.12585,-10.6512,-89.0442,0.873047,-0.364258,-0.117676,0.732422,-0.732422,-1.34277,-85,-13,197,-101.091,-65.1984,-3.86719,0.802246,-0.569336,-0.17627,0.549316,-0.610352,-0.244141,-106,454,182,-105.282,-51.449,80.343,
1.03076,-0.108398,-0.20166,2.92969,1.2207,0.0610352,-321,-49,124,-150.963,-78.0853,16.3751,0.197754,0.0131836,0.938965,2.01416,1.2207,0.305176,71,93,367,-2.04895,-10.6293,-88.9948,0.87207,-0.374512,-0.115234,-0.610352,0,0.671387,-85,-14,198,-101.179,-65.2148,-3.7793,0.800293,-0.57373,-0.17627,-0.488281,0.244141,1.95312,-106,454,182,-105.287,-51.438,80.343,
1.03467,-0.100098,-0.207031,2.01416,0.488281,0.244141,-311,-38,121,-150.886,-78.0963,16.2872,0.200684,-0.00488281,0.952637,1.40381,0.366211,-1.77002,71,93,367,-1.99951,-10.6293,-88.9893,0.879395,-0.397461,-0.11084,-2.2583,0.793457,2.44141,-87,-14,198,-101.239,-65.1819,-3.76831,0.799316,-0.585449,-0.174316,-1.15967,0.732422,3.54004,-106,454,182,-105.282,-51.394,80.3156,
1.02246,-0.090332,-0.200684,-0.0610352,-1.40381,0.305176,-310,-36,122,-150.908,-78.0853,16.3037,0.206543,-0.0141602,0.955078,0.854492,-0.366211,-2.62451,71,93,367,-1.95007,-10.6458,-89.0057,0.884277,-0.421387,-0.0961914,-3.41797,1.52588,3.41797,-88,-12,193,-101.245,-65.1324,-3.81775,0.804688,-0.597168,-0.169922,-1.89209,1.15967,4.39453,-106,454,183,-105.271,-51.3501,80.2716,
1.00586,-0.090332,-0.193359,-1.52588,-3.05176,0,-310,-36,123,-151.068,-78.0414,16.4301,0.207031,-0.0361328,0.963867,0.0610352,-1.40381,-3.60107,71,93,367,-1.9281,-10.6787,-89.0332,0.881348,-0.438965,-0.0898438,-3.66211,2.01416,3.78418,-88,-12,195,-101.217,-65.05,-3.9386,0.796387,-0.605469,-0.168457,-2.01416,1.52588,4.76074,-106,454,183,-105.255,-51.2787,80.2002,
1.00439,-0.0917969,-0.1875,-2.0752,-4.94385,-0.427246,-312,-35,121,-151.37,-77.97,16.6827,0.208496,-0.0561523,0.969238,-0.427246,-1.89209,-3.90625,71,93,367,-1.9281,-10.7281,-89.0881,0.884277,-0.455566,-0.0795898,-3.479,2.56348,3.84521,-86,-13,197,-101.146,-64.9567,-4.10889,0.794434,-0.617676,-0.163574,-1.95312,1.89209,4.57764,-106,453,182,-105.233,-51.2073,80.1123,
1.03027,-0.101562,-0.181641,-1.64795,-4.63867,-0.854492,-312,-35,122,-151.606,-77.915,16.8915,0.203613,-0.078125,0.976074,-1.34277,-2.2583,-3.84521,71,93,367,-1.96106,-10.7886,-89.1376,0.884277,-0.470703,-0.0639648,-3.23486,2.0752,3.479,-85,-14,198,-101.074,-64.8853,-4.24622,0.793945,-0.626953,-0.161133,-1.64795,1.70898,3.96729,-106,453,182,-105.211,-51.1578,80.0464,
1.05127,-0.105469,-0.182617,-1.64795,-4.21143,-1.15967,-310,-35,122,-151.902,-77.8546,17.1552,0.198242,-0.0991211,0.980469,-1.70898,-2.2583,-3.41797,71,93,367,-2.005,-10.8325,-89.176,0.884277,-0.481445,-0.0585938,-2.99072,1.83105,2.99072,-84,-15,199,-100.975,-64.7864,-4.42749,0.789062,-0.635742,-0.15918,-1.46484,1.40381,3.41797,-106,454,182,-105.183,-51.1029,79.9695,
1.06348,-0.109375,-0.179688,-1.34277,-3.23486,-1.28174,-309,-36,125,-152.1,-77.8217,17.3474,0.196777,-0.107422,0.983398,-1.28174,-1.70898,-2.86865,71,93,367,-2.07092,-10.882,-89.2145,0.88623,-0.490234,-0.0488281,-2.0752,1.46484,1.95312,-83,-15,199,-100.898,-64.7205,-4.55383,0.787109,-0.637695,-0.157715,-0.793457,0.976562,2.13623,-106,455,182,-105.161,-51.0645,79.9091,
1.06055,-0.11084,-0.175781,-1.2207,-1.89209,-1.15967,-310,-36,126,-152.298,-77.7997,17.5452,0.195312,-0.114746,0.984863,-0.915527,-1.2207,-1.89209,71,93,367,-2.12036,-10.9094,-89.231,0.885742,-0.491211,-0.0512695,-1.2207,0.610352,1.2207,-83,-14,196,-100.805,-64.649,-4.69116,0.791504,-0.637207,-0.155762,-0.244141,0.427246,0.793457,-106,455,183,-105.145,-51.0425,79.8816,
1.05518,-0.097168,-0.186035,-1.09863,-1.64795,-0.915527,-309,-36,128,-152.463,-77.7887,17.7209,0.192383,-0.115723,0.988281,-0.793457,-0.976562,-1.09863,71,93,367,-2.18628,-10.9369,-89.2365,0.889648,-0.487793,-0.0493164,0,0.244141,0.183105,-85,-14,199,-100.723,-64.5996,-4.79004,0.791992,-0.637207,-0.15332,0,-0.183105,0,-106,455,184,-105.139,-51.037,79.8596,
1.0459,-0.102539,-0.186523,-0.610352,1.64795,-0.305176,-310,-36,128,-152.507,-77.7997,17.7814,0.194336,-0.106934,0.98291,-0.793457,-0.732422,0,71,93,367,-2.2467,-10.9534,-89.22,0.887207,-0.479004,-0.0561523,0.976562,-0.244141,-0.549316,-84,-15,199,-100.673,-64.5721,-4.83948,0.789551,-0.629395,-0.155762,0.610352,-0.610352,-0.793457,-106,455,182,-105.134,-51.0425,79.8596,
1.04395,-0.10498,-0.186523,-0.854492,1.64795,-0.488281,-310,-36,128,-152.457,-77.8436,17.7429,0.196289,-0.0913086,0.976074,-0.671387,-0.183105,0.854492,71,93,367,-2.29614,-10.9589,-89.1925,0.881836,-0.470703,-0.0615234,1.58691,-0.732422,-0.915527,-82,-14,198,-100.624,-64.5502,-4.86694,0.790527,-0.624512,-0.160156,0.854492,-1.0376,-1.2207,-107,455,182,-105.139,-51.059,79.8761,
1.04199,-0.106934,-0.182617,-0.915527,1.58691,-0.305176,-311,-37,128,-152.43,-77.8711,17.71,0.200195,-0.0849609,0.969238,-0.488281,0.0610352,1.2207,71,93,367,-2.34009,-10.9698,-89.1486,0.879395,-0.455078,-0.0727539,1.83105,-0.915527,-1.2207,-80,-12,197,-100.602,-64.5392,-4.85596,0.791016,-0.615723,-0.163574,1.09863,-1.09863,-1.40381,-106,455,182,-105.145,-51.0809,79.9091,
1.03613,-0.102051,-0.17627,-0.244141,0.976562,-0.12207,-310,-37,127,-152.375,-77.9095,17.666,0.204102,-0.0776367,0.967285,-0.244141,0.793457,1.58691,71,93,367,-2.38403,-10.9698,-89.1101,0.880859,-0.450195,-0.0786133,1.64795,-1.15967,-1.28174,-81,-13,197,-100.602,-64.5392,-4.80652,0.793457,-0.609863,-0.164551,0.915527,-1.09863,-1.2207,-106,456,182,-105.15,-51.0919,79.9365,
1.03662,-0.0976562,-0.180664,-0.549316,1.15967,0.488281,-312,-40,127,-152.303,-77.937,17.5891,0.205566,-0.0678711,0.967285,0,1.0376,1.46484,71,93,367,-2.40601,-10.9589,-89.0552,0.880859,-0.443848,-0.0825195,1.40381,-0.793457,-1.0376,-83,-13,198,-100.618,-64.5337,-4.75708,0.793457,-0.607422,-0.168457,0.793457,-0.976562,-0.976562,-106,455,183,-105.161,-51.1084,79.964,
