ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,HX,HY,Hz,ROll,Pitch,Yaw,
-0.0844727,0.0864258,0.992188,2.38037,1.52588,-22.1558,-112,311,-660,2.11487,1.76331,-22.0715,0.937988,0.314453,-0.169922,-6.04248,-6.40869,21.7896,-89,-172,343,124.305,-69.1809,124.041,0.978516,-0.0507812,-0.119141,-3.479,8.8501,17.7002,-310,15,265,-153.644,-81.8152,61.9519,
-0.0756836,0.0371094,0.972168,-2.01416,2.80762,-20.9961,-112,310,-660,2.15881,1.82922,-22.3737,0.939941,0.287109,-0.18457,-6.5918,-7.56836,21.6675,-87,-170,341,124.893,-69.3896,123.311,0.968262,-0.0732422,-0.117676,-5.7373,8.23975,17.7002,-311,16,265,-151.661,-81.8097,59.8755,
-0.065918,-0.00537109,0.967285,-6.04248,3.60107,-19.3481,-111,309,-660,2.13684,1.90063,-22.6483,0.941895,0.239746,-0.204102,-9.8877,-7.93457,20.2026,-88,-171,340,125.524,-69.5874,122.487,0.958496,-0.0820312,-0.121582,-6.65283,7.32422,17.1509,-310,15,264,-149.749,-81.7932,58.4967,
-0.0698242,-0.0488281,0.965332,-8.11768,3.66211,-16.4795,-111,308,-660,2.05444,1.98303,-22.8955,0.932129,0.189941,-0.214844,-9.58252,-9.0332,18.1274,-90,-170,340,126.172,-69.7742,121.619,0.94873,-0.09375,-0.121582,-7.69043,5.5542,15.2588,-309,15,263,-148.596,-81.7493,56.5851,
-0.0712891,-0.097168,0.972656,-7.38525,2.44141,-12.6953,-111,308,-659,1.99402,2.02698,-23.0383,0.930664,0.165039,-0.233887,-7.69043,-9.8877,14.8926,-89,-170,341,126.645,-69.873,121.014,0.944824,-0.115723,-0.123047,-7.75146,3.35693,13.1836,-308,14,263,-147.101,-81.6833,54.9371,
-0.0605469,-0.126953,0.975098,-5.61523,0.915527,-9.21631,-111,306,-662,1.90063,2.07642,-23.2086,0.92041,0.149902,-0.246582,-7.69043,-9.0332,10.8643,-90,-169,341,127.31,-69.9829,120.157,0.94043,-0.128418,-0.118652,-7.26318,1.83105,11.4746,-309,15,263,-145.882,-81.601,53.5474,
-0.0478516,-0.137695,0.970215,-5.92041,0.427246,-6.65283,-110,306,-659,1.81824,2.10388,-23.335,0.931152,0.125488,-0.260254,-5.43213,-9.09424,7.01904,-91,-169,341,127.919,-70.0488,119.383,0.941406,-0.126953,-0.113281,-5.92041,-0.366211,8.36182,-309,15,262,-145.031,-81.5076,52.5476,
-0.0205078,-0.133301,0.97168,-4.57764,0.0610352,-2.56348,-110,306,-659,1.73584,2.12036,-23.4064,0.935547,0.124023,-0.268555,-3.54004,-8.11768,4.3335,-90,-169,341,128.48,-70.0763,118.696,0.941895,-0.132812,-0.113281,-4.27246,-2.74658,5.12695,-310,15,260,-144.553,-81.4197,51.9434,
0.00830078,-0.113281,0.970215,-6.10352,-0.427246,1.58691,-110,307,-659,1.63696,2.12585,-23.4229,0.941406,0.132812,-0.277832,-0.610352,-6.71387,0.549316,-88,-167,341,128.93,-70.0708,118.169,0.945801,-0.137695,-0.114258,-2.68555,-4.5166,1.89209,-307,18,262,-144.432,-81.3593,51.7566,
0.00732422,-0.116699,0.977051,-5.00488,-0.0610352,5.24902,-110,308,-660,1.53259,2.12585,-23.3734,0.942383,0.150879,-0.291504,2.13623,-5.06592,-2.74658,-89,-169,341,129.287,-70.0214,117.795,0.954102,-0.125977,-0.122559,-1.0376,-5.67627,-1.28174,-309,19,262,-144.52,-81.2769,51.7786,
0.0131836,-0.097168,0.986816,-4.3335,-0.488281,8.54492,-109,308,-660,1.47217,2.12036,-23.313,0.930176,0.17627,-0.290527,4.76074,-2.56348,-5.85938,-91,-170,343,129.452,-69.9774,117.642,0.956055,-0.112793,-0.132812,0,-6.53076,-4.08936,-309,20,261,-144.954,-81.2109,52.1851,
0.0166016,-0.0742188,0.989746,-4.3335,-1.0376,10.498,-109,309,-660,1.37878,2.10388,-23.1866,0.923828,0.217773,-0.29541,6.5918,-0.732422,-8.60596,-92,-170,343,129.573,-69.884,117.587,0.958008,-0.112793,-0.140625,0.488281,-6.7749,-5.67627,-308,18,261,-145.651,-81.156,52.8772,
0.015625,-0.0522461,0.995605,-3.72314,-1.58691,11.1084,-109,309,-661,1.29089,2.07642,-23.0383,0.919922,0.251465,-0.289551,6.83594,0.854492,-10.6201,-92,-170,342,129.562,-69.7632,117.708,0.96582,-0.10791,-0.147461,1.77002,-6.65283,-7.62939,-311,19,261,-146.514,-81.1121,53.7506,
0.0180664,-0.0200195,0.999512,-1.83105,-1.40381,12.085,-109,310,-661,1.22498,2.04346,-22.8625,0.921875,0.271484,-0.282227,6.71387,1.77002,-11.4136,-92,-168,340,129.419,-69.6313,117.966,0.972656,-0.0917969,-0.149414,2.56348,-6.34766,-9.21631,-311,18,262,-147.519,-81.0901,54.7943,
0.0136719,-0.000488281,1.01123,-0.305176,-0.976562,12.6343,-109,310,-662,1.19202,2.0105,-22.6758,0.925781,0.298828,-0.270508,6.83594,2.92969,-12.085,-92,-168,341,129.183,-69.4885,118.334,0.97998,-0.0800781,-0.148438,3.05176,-5.79834,-9.76562,-310,19,261,-148.233,-81.0846,55.5414,
0.00927734,0.0327148,1.01904,-0.12207,-1.09863,12.207,-109,311,-661,1.17004,1.97754,-22.4835,0.932129,0.315918,-0.254395,7.26318,3.90625,-12.2681,-93,-169,342,128.875,-69.3512,118.784,0.984863,-0.074707,-0.148926,3.60107,-5.12695,-10.0098,-308,18,262,-149.299,-81.0846,56.6785,
-0.00732422,0.0693359,1.03271,0.793457,-0.488281,11.3525,-109,312,-660,1.16455,1.95557,-22.2968,0.938477,0.350586,-0.251953,5.5542,4.57764,-11.4136,-90,-171,341,128.633,-69.2688,119.119,0.989746,-0.0639648,-0.147949,4.08936,-4.63867,-9.64355,-308,17,264,-150.337,-81.0901,57.7991,
-0.0117188,0.0830078,1.03027,-0.12207,-0.854492,10.3149,-109,312,-660,1.15356,1.93359,-22.1759,0.935059,0.367676,-0.231445,6.10352,5.43213,-10.376,-89,-171,343,128.26,-69.1479,119.619,0.996094,-0.0615234,-0.149414,4.21143,-3.54004,-9.0332,-309,18,265,-151.298,-81.1011,58.8538,
-0.0283203,0.10791,1.03369,-0.12207,-0.427246,8.54492,-110,312,-660,1.15356,1.90613,-22.0111,0.936035,0.379883,-0.227539,5.37109,5.43213,-9.27734,-88,-170,343,127.864,-69.0436,120.146,0.996094,-0.0546875,-0.151367,4.39453,-2.50244,-8.05664,-309,18,265,-152.144,-81.123,59.7876,
-0.0395508,0.116699,1.03955,-0.366211,-0.488281,7.38525,-110,313,-660,1.14807,1.88416,-21.8738,0.935547,0.393066,-0.216797,5.43213,5.31006,-7.26318,-88,-171,342,127.502,-68.9612,120.635,0.998047,-0.0419922,-0.150879,4.08936,-1.28174,-6.53076,-310,17,267,-152.853,-81.1505,60.5951,
-0.0517578,0.116211,1.03271,0,-0.549316,5.79834,-110,313,-660,1.15906,1.86218,-21.7584,0.93457,0.40625,-0.195312,4.76074,4.63867,-5.31006,-89,-171,343,127.167,-68.8953,121.091,1.00146,-0.0356445,-0.151367,3.479,-0.305176,-4.88281,-309,15,267,-153.243,-81.1725,61.051,
-0.065918,0.12207,1.03418,0.488281,-0.427246,3.23486,-111,313,-660,1.17554,1.8512,-21.6815,0.930664,0.410156,-0.187012,3.54004,3.78418,-3.17383,-87,-170,342,126.87,-68.8513,121.481,0.997559,-0.0361328,-0.144531,2.13623,0.549316,-2.80762,-309,14,266,-153.677,-81.2054,61.5619,
-0.0786133,0.111816,1.02979,1.46484,-0.427246,0.976562,-111,314,-661,1.2085,1.84021,-21.6431,0.930664,0.40918,-0.178711,1.46484,2.38037,-0.976562,-89,-171,342,126.705,-68.8293,121.696,0.998535,-0.034668,-0.146484,1.2207,1.15967,-1.52588,-309,15,266,-153.913,-81.2329,61.8475,
-0.0839844,0.0913086,1.0293,2.86865,-0.671387,-1.83105,-110,315,-660,1.24146,1.83472,-21.6376,0.931152,0.395996,-0.179688,-0.488281,1.09863,1.15967,-87,-172,341,126.508,-68.8129,121.926,0.997559,-0.0390625,-0.141113,0,1.95312,0.488281,-311,16,266,-153.946,-81.2604,61.9189,
-0.065918,0.0791016,1.01904,3.54004,-0.671387,-4.3335,-110,314,-659,1.31287,1.82922,-21.6705,0.933105,0.383301,-0.180176,-1.58691,0.12207,2.50244,-89,-173,342,126.392,-68.8129,122.036,0.992188,-0.0478516,-0.134766,-0.854492,2.31934,2.44141,-314,17,268,-153.77,-81.2878,61.7542,
-0.0600586,0.0717773,1.00635,3.23486,-0.305176,-5.61523,-111,314,-659,1.37878,1.82922,-21.7419,0.945801,0.358398,-0.185547,-3.479,-1.15967,4.27246,-89,-174,342,126.359,-68.8348,122.025,0.987793,-0.0517578,-0.132812,-1.83105,2.50244,4.15039,-313,17,268,-153.55,-81.2933,61.5289,
-0.0625,0.0463867,0.999512,2.50244,0.610352,-6.53076,-111,314,-659,1.43921,1.84021,-21.8298,0.939453,0.330566,-0.196289,-4.5166,-2.19727,5.24902,-88,-175,341,126.403,-68.8678,121.91,0.97998,-0.0639648,-0.129395,-2.38037,2.31934,5.18799,-313,17,267,-153.105,-81.3043,61.062,
-0.0585938,0.0302734,0.999023,2.13623,0.915527,-6.89697,-111,313,-659,1.48315,1.86768,-21.9342,0.936035,0.298828,-0.210449,-4.88281,-2.80762,5.5542,-87,-174,343,126.475,-68.8898,121.778,0.970215,-0.0712891,-0.131348,-2.80762,1.95312,5.5542,-312,16,266,-152.578,-81.2988,60.4907,
-0.0517578,0.00341797,0.995117,1.28174,0.732422,-6.22559,-111,313,-659,1.52161,1.88965,-22.0331,0.932617,0.276367,-0.217285,-4.69971,-3.17383,5.37109,-87,-171,343,126.617,-68.9282,121.542,0.967285,-0.0771484,-0.134277,-3.05176,1.64795,5.37109,-310,16,265,-152.051,-81.2823,59.9139,
-0.0449219,-0.00976562,0.991211,0.610352,0.549316,-5.43213,-111,313,-659,1.53809,1.90063,-22.0935,0.931152,0.260254,-0.22998,-4.39453,-3.60107,4.57764,-88,-172,344,126.793,-68.9667,121.267,0.960938,-0.0805664,-0.128906,-3.17383,1.09863,4.94385,-309,16,265,-151.567,-81.2604,59.3756,
-0.0380859,-0.0229492,0.989746,-0.0610352,0.366211,-3.96729,-111,316,-659,1.54358,1.92261,-22.1704,0.932129,0.252441,-0.237305,-3.78418,-3.479,3.96729,-88,-172,343,126.991,-68.9941,120.987,0.963867,-0.0883789,-0.13623,-2.99072,0.366211,3.84521,-310,13,265,-151.188,-81.2329,58.9252,
-0.0327148,-0.0317383,0.993164,-0.305176,0.488281,-3.05176,-112,313,-659,1.54358,1.93359,-22.2308,0.928711,0.24707,-0.244141,-2.68555,-3.41797,2.74658,-87,-170,343,127.189,-69.0051,120.718,0.960938,-0.0922852,-0.132812,-2.68555,-0.305176,2.74658,-309,13,264,-150.991,-81.2109,58.6835,
-0.0200195,-0.0371094,0.995117,-0.0610352,0.12207,-1.40381,-111,313,-659,1.53809,1.94458,-22.2693,0.929688,0.245605,-0.253906,-1.52588,-2.86865,1.34277,-89,-171,341,127.37,-69.0051,120.476,0.962891,-0.0917969,-0.138672,-1.95312,-1.0376,1.46484,-308,13,265,-150.804,-81.1835,58.4418,
-0.0131836,-0.0385742,0.999023,0.488281,-0.305176,0,-110,312,-660,1.53809,1.95007,-22.2803,0.930664,0.251465,-0.257812,-0.549316,-2.31934,0,-89,-172,342,127.474,-68.9941,120.35,0.96582,-0.0878906,-0.140625,-1.28174,-1.52588,0.427246,-310,14,263,-150.765,-81.1505,58.3539,
-0.00537109,-0.0341797,1.00098,0.976562,-0.549316,1.34277,-110,311,-660,1.53809,1.94458,-22.2748,0.929688,0.257812,-0.265625,0.12207,-1.15967,-1.46484,-89,-173,342,127.595,-68.9722,120.212,0.96582,-0.0898438,-0.145508,-0.793457,-1.77002,-0.793457,-310,15,264,-150.859,-81.123,58.4253,
-0.00195312,-0.0205078,1.00195,1.28174,-0.915527,2.80762,-110,312,-660,1.54358,1.93359,-22.2528,0.924805,0.262695,-0.266602,0.793457,-0.183105,-2.86865,-89,-174,341,127.656,-68.9337,120.141,0.965332,-0.090332,-0.144043,0,-1.83105,-1.95312,-310,16,264,-151.051,-81.1011,58.5956,
0,-0.00390625,1.00146,0.793457,-0.976562,3.96729,-110,312,-660,1.54907,1.91711,-22.2089,0.928223,0.26709,-0.264648,1.46484,0.427246,-3.60107,-89,-175,342,127.661,-68.8898,120.141,0.96875,-0.0878906,-0.148926,0.793457,-1.89209,-3.11279,-312,19,264,-151.331,-81.0846,58.8812,
0.0151367,-0.00830078,1.00488,1.15967,-1.40381,4.63867,-110,312,-660,1.54358,1.89514,-22.1429,0.929199,0.279785,-0.258301,2.99072,1.34277,-4.45557,-90,-175,341,127.623,-68.8458,120.218,0.970703,-0.081543,-0.145508,1.64795,-2.0752,-4.08936,-313,20,265,-151.573,-81.0791,59.1394,
-0.00732422,0.0136719,1.00293,0.427246,-0.549316,5.18799,-111,312,-660,1.54358,1.87866,-22.0715,0.931152,0.29541,-0.252441,3.78418,2.19727,-5.06592,-89,-174,342,127.535,-68.7909,120.361,0.974121,-0.0727539,-0.146484,2.13623,-1.89209,-4.69971,-314,20,264,-152.001,-81.0736,59.6063,
-0.0146484,0.0258789,1.00684,0.244141,-0.366211,5.61523,-110,312,-660,1.53809,1.86218,-21.9836,0.930664,0.313477,-0.241211,4.02832,2.74658,-5.37109,-89,-174,342,127.452,-68.7524,120.487,0.978027,-0.0668945,-0.14502,2.2583,-1.70898,-4.94385,-313,20,264,-152.479,-81.0791,60.1337,
-0.0200195,0.0380859,1.00928,0.976562,-0.366211,5.61523,-110,311,-660,1.54358,1.8457,-21.8903,0.930176,0.325195,-0.231934,3.54004,3.05176,-5.37109,-89,-173,342,127.293,-68.6975,120.723,0.981445,-0.0620117,-0.144531,2.2583,-1.46484,-5.12695,-311,18,265,-152.974,-81.0901,60.683,
-0.0263672,0.0561523,1.0127,0.793457,-0.12207,5.24902,-111,312,-660,1.54907,1.83472,-21.8079,0.933594,0.335938,-0.231445,3.479,2.99072,-5.12695,-89,-173,343,127.112,-68.6481,120.976,0.987305,-0.0595703,-0.145508,2.2583,-1.28174,-4.88281,-309,18,266,-153.463,-81.1066,61.2268,
-0.0356445,0.0629883,1.01514,0.915527,0,4.5166,-111,312,-660,1.55457,1.82922,-21.7529,0.933105,0.343262,-0.224121,3.17383,3.11279,-4.69971,-90,-173,342,126.92,-68.5931,121.24,0.987305,-0.0585938,-0.148438,2.19727,-0.732422,-4.3335,-310,17,267,-153.896,-81.123,61.7212,
-0.0385742,0.0703125,1.01611,1.34277,0.549316,3.66211,-111,311,-658,1.57104,1.82373,-21.6815,0.932617,0.352051,-0.219238,2.68555,2.86865,-3.84521,-89,-172,342,126.733,-68.5492,121.487,0.989258,-0.0527344,-0.143066,2.0752,-0.488281,-3.66211,-311,18,263,-154.155,-81.134,62.0123,
-0.0439453,0.0751953,1.01855,1.09863,0.488281,2.80762,-112,312,-659,1.59302,1.82373,-21.6266,0.936035,0.356934,-0.208496,2.2583,2.68555,-2.92969,-89,-173,341,126.552,-68.5162,121.729,0.990234,-0.0522461,-0.144043,1.52588,0,-2.62451,-312,16,263,-154.484,-81.1505,62.3859,
-0.0561523,0.0756836,1.02002,0.793457,0.244141,1.40381,-111,312,-659,1.61499,1.82922,-21.5936,0.93457,0.360352,-0.203125,1.0376,2.13623,-1.89209,-89,-173,340,126.436,-68.4998,121.866,0.987305,-0.0512695,-0.14209,1.09863,0.244141,-1.89209,-312,16,263,-154.704,-81.1725,62.644,
-0.059082,0.0771484,1.02051,0.244141,0.244141,0.183105,-111,312,-659,1.62598,1.82922,-21.5826,0.934082,0.355469,-0.202637,0.305176,1.40381,-0.671387,-87,-172,340,126.288,-68.4778,122.042,0.988281,-0.0522461,-0.140137,0.488281,0.732422,-0.915527,-313,17,264,-154.808,-81.189,62.7814,
-0.0620117,0.0712891,1.01611,0.305176,0.12207,-0.854492,-111,313,-660,1.64246,1.83472,-21.5881,0.933594,0.35498,-0.203613,-0.0610352,0.915527,0.0610352,-88,-172,339,126.183,-68.4668,122.157,0.987305,-0.0512695,-0.13916,0.0610352,0.793457,0,-312,16,265,-154.847,-81.2,62.8363,
-0.0566406,0.0629883,1.01416,0.549316,0.0610352,-1.58691,-111,313,-660,1.65344,1.84021,-21.5991,0.937012,0.34668,-0.194336,-0.610352,0.0610352,0.915527,-87,-173,339,126.118,-68.4613,122.223,0.98584,-0.0546875,-0.143066,-0.488281,1.0376,0.976562,-311,15,267,-154.819,-81.2109,62.8143,
-0.0537109,0.0537109,1.00928,0.732422,-0.0610352,-2.01416,-111,313,-660,1.66992,1.8457,-21.6266,0.935059,0.337402,-0.205566,-1.34277,-0.549316,1.58691,-87,-173,339,126.085,-68.4668,122.234,0.983398,-0.0571289,-0.139648,-0.976562,0.854492,1.77002,-311,15,268,-154.715,-81.2164,62.71,
-0.0541992,0.0473633,1.00732,0.732422,0,-2.38037,-111,313,-660,1.69189,1.8512,-21.6595,0.933105,0.328125,-0.209961,-1.89209,-1.09863,2.0752,-88,-173,338,126.09,-68.4668,122.212,0.980957,-0.0615234,-0.137207,-1.2207,0.793457,2.31934,-311,17,267,-154.539,-81.2164,62.5287,
-0.0454102,0.0380859,1.00195,0.12207,0,-2.80762,-111,314,-660,1.70837,1.85669,-21.7035,0.930176,0.314453,-0.217285,-2.2583,-1.52588,2.38037,-89,-173,338,126.118,-68.4723,122.141,0.979004,-0.0654297,-0.137695,-1.34277,0.671387,2.50244,-313,15,267,-154.325,-81.2109,62.2925,
-0.0390625,0.0302734,1.00195,-0.305176,0,-2.86865,-111,313,-662,1.71387,1.86768,-21.7474,0.933105,0.303711,-0.224609,-2.2583,-1.77002,2.56348,-89,-172,337,126.183,-68.4833,122.031,0.973145,-0.0703125,-0.139648,-1.52588,0.671387,2.56348,-312,14,267,-154.094,-81.2,62.0398,
-0.0317383,0.0180664,1,-0.732422,0.183105,-2.68555,-111,312,-661,1.71387,1.87317,-21.7914,0.931641,0.299805,-0.227051,-1.83105,-1.77002,2.56348,-89,-172,337,126.266,-68.4943,121.899,0.974121,-0.0708008,-0.139648,-1.34277,0.366211,2.44141,-311,14,268,-153.864,-81.189,61.7816,
-0.0273438,0.00976562,1.00293,-0.671387,0.488281,-2.13623,-111,313,-662,1.71387,1.88416,-21.8134,0.929199,0.294922,-0.235352,-1.40381,-1.77002,2.19727,-90,-172,339,126.37,-68.4998,121.756,0.974609,-0.0732422,-0.142578,-1.15967,0.244141,2.01416,-310,14,268,-153.743,-81.178,61.6388,
-0.0244141,0.00292969,1.00195,-0.610352,0.305176,-1.58691,-111,312,-661,1.70288,1.88965,-21.8463,0.929688,0.291016,-0.237305,-1.15967,-1.58691,1.64795,-92,-170,339,126.464,-68.5052,121.635,0.974121,-0.0751953,-0.145508,-0.915527,0,1.58691,-309,15,267,-153.572,-81.1615,61.4465,
-0.0234375,0.00146484,1.00342,-0.488281,0.305176,-1.2207,-111,312,-661,1.69739,1.89514,-21.8683,0.930176,0.288086,-0.23877,-0.976562,-1.34277,1.0376,-92,-170,340,126.524,-68.5052,121.558,0.974121,-0.0761719,-0.140137,-1.2207,-0.976562,1.40381,-310,16,267,-153.452,-81.145,61.3037,
-0.0219727,0.000976562,1.00488,-0.427246,0.244141,-0.427246,-111,313,-662,1.69189,1.90063,-21.8793,0.930176,0.287598,-0.242676,-0.610352,-0.976562,0.366211,-91,-170,340,126.595,-68.4998,121.465,0.973145,-0.074707,-0.141602,-0.549316,-0.12207,0.671387,-309,14,265,-153.375,-81.134,61.2158,
-0.0185547,0.00244141,1.00439,-0.12207,0,0.0610352,-111,313,-661,1.6864,1.90613,-21.8848,0.933594,0.289551,-0.24707,-0.305176,-0.549316,-0.0610352,-92,-172,341,126.65,-68.4888,121.393,0.972168,-0.0756836,-0.144531,-0.244141,-0.305176,0.0610352,-308,14,265,-153.358,-81.123,61.1829,
-0.0195312,0.00878906,1.00293,0,-0.244141,0.671387,-110,313,-661,1.68091,1.90063,-21.8738,0.927734,0.291016,-0.244629,0,-0.12207,-0.366211,-91,-171,340,126.689,-68.4778,121.344,0.972168,-0.0766602,-0.145996,0,-0.305176,-0.549316,-309,15,264,-153.386,-81.1176,61.2103,
-0.019043,0.0136719,1.00293,0,0,1.28174,-111,313,-661,1.67542,1.90063,-21.8573,0.928711,0.296875,-0.246094,0.549316,0.244141,-0.976562,-91,-172,342,126.705,-68.4613,121.333,0.974121,-0.0732422,-0.144043,0.427246,-0.305176,-1.09863,-311,14,264,-153.435,-81.1121,61.2543,
-0.0224609,0.0229492,1.00684,0,0,1.52588,-111,313,-661,1.66992,1.89514,-21.8463,0.929688,0.304688,-0.241211,1.0376,0.671387,-1.34277,-90,-172,340,126.689,-68.4448,121.36,0.977051,-0.0683594,-0.147949,0.732422,-0.244141,-1.46484,-311,15,265,-153.55,-81.1121,61.3751,
-0.0283203,0.0263672,1.0083,0.183105,-0.244141,1.70898,-111,313,-660,1.66992,1.88965,-21.8188,0.929688,0.312988,-0.233398,1.40381,0.976562,-1.64795,-90,-171,341,126.672,-68.4283,121.393,0.979004,-0.0668945,-0.145996,0.915527,-0.305176,-1.64795,-311,14,266,-153.699,-81.1121,61.5399,
-0.0302734,0.0317383,1.00977,0.488281,-0.244141,1.64795,-111,312,-661,1.66992,1.88416,-21.7914,0.931152,0.317871,-0.231445,1.28174,1.2207,-1.70898,-90,-170,342,126.617,-68.4064,121.47,0.978027,-0.0664062,-0.143066,1.0376,-0.12207,-1.70898,-311,13,265,-153.853,-81.123,61.7102,
-0.0332031,0.0375977,1.01025,0.549316,-0.0610352,1.70898,-111,312,-661,1.67542,1.87866,-21.7639,0.933594,0.320801,-0.227539,1.15967,1.2207,-1.58691,-90,-169,342,126.557,-68.3844,121.564,0.98291,-0.0629883,-0.145996,0.976562,-0.12207,-1.70898,-310,14,263,-154.012,-81.1285,61.886,
-0.0390625,0.0405273,1.01221,0.793457,-0.183105,1.52588,-111,312,-661,1.68091,1.87317,-21.7365,0.93457,0.327148,-0.222656,1.09863,1.0376,-1.52588,-90,-168,341,126.486,-68.3679,121.668,0.982422,-0.0629883,-0.141602,0.976562,0,-1.46484,-310,16,266,-154.149,-81.134,61.9958,
-0.0439453,0.0463867,1.00977,0.732422,-0.12207,1.2207,-111,313,-661,1.69189,1.86768,-21.72,0.932129,0.32666,-0.220703,0.793457,0.976562,-1.15967,-90,-169,343,126.414,-68.3459,121.761,0.97998,-0.0585938,-0.144043,0.732422,0.0610352,-1.15967,-310,16,266,-154.237,-81.1395,62.1497,
-0.0419922,0.0483398,1.01025,0.549316,-0.183105,0.671387,-111,313,-661,1.70288,1.86768,-21.709,0.932617,0.328613,-0.217285,0.549316,0.732422,-0.854492,-88,-169,343,126.354,-68.335,121.844,0.979004,-0.0605469,-0.140137,0.610352,0.183105,-0.854492,-310,14,267,-154.341,-81.145,62.276,
-0.0458984,0.0478516,1.00928,0.427246,-0.0610352,0.305176,-110,313,-661,1.70837,1.86768,-21.698,0.933594,0.327148,-0.218262,0.244141,0.488281,-0.427246,-89,-170,344,126.315,-68.324,121.888,0.981445,-0.0605469,-0.138184,0.366211,0.244141,-0.610352,-310,15,267,-154.407,-81.156,62.3529,
-0.0454102,0.0458984,1.01025,0.244141,-0.0610352,0.183105,-110,313,-660,1.71387,1.86768,-21.698,0.932617,0.326172,-0.21582,-0.0610352,0.12207,-0.0610352,-89,-169,344,126.277,-68.313,121.943,0.980957,-0.0620117,-0.137207,0.183105,0.0610352,-0.0610352,-312,15,268,-154.44,-81.1615,62.3914,
-0.0463867,0.043457,1.00684,0,0,-0.305176,-111,313,-661,1.71936,1.86768,-21.698,0.935059,0.325195,-0.217773,-0.244141,0,0.183105,-90,-170,345,126.249,-68.3075,121.976,0.976562,-0.065918,-0.135742,0.12207,0.12207,0.244141,-312,17,268,-154.424,-81.1615,62.3859,
-0.0493164,0.0439453,1.00635,0,0,-0.427246,-110,313,-661,1.71936,1.87317,-21.709,0.933594,0.314941,-0.214844,-0.610352,-0.366211,0.488281,-90,-172,346,126.238,-68.302,121.976,0.97168,-0.0703125,-0.141602,0.305176,0,0.549316,-313,16,266,-154.391,-81.156,62.3584,
-0.0527344,0.0419922,1.00928,0.0610352,-0.244141,-0.427246,-110,313,-661,1.72485,1.87317,-21.7145,0.930664,0.312988,-0.216797,-0.305176,-0.610352,0.671387,-89,-171,346,126.249,-68.302,121.965,0.974121,-0.0654297,-0.138184,0.366211,-0.183105,0.793457,-311,16,268,-154.325,-81.1505,62.298,
-0.0498047,0.0493164,1.01172,0.0610352,-0.549316,-0.610352,-110,313,-662,1.72485,1.87317,-21.72,0.935547,0.322266,-0.214355,-0.610352,-0.976562,0.915527,-89,-171,345,126.26,-68.2965,121.948,0.974609,-0.0639648,-0.138184,0.0610352,-0.12207,1.09863,-317,10,267,-154.254,-81.1395,62.2321,
-0.0424805,0.0522461,1.01758,0.793457,-1.15967,-0.732422,-110,312,-661,1.73584,1.86768,-21.731,0.930664,0.334473,-0.218262,-1.95312,-1.34277,1.0376,-89,-171,344,126.271,-68.291,121.921,0.979492,-0.0625,-0.135742,-0.244141,0,1.34277,-313,14,268,-154.16,-81.134,62.1387,
-0.0410156,0.0483398,1.01611,1.09863,-1.40381,-1.0376,-110,312,-661,1.75232,1.8512,-21.7474,0.932129,0.333496,-0.225098,-4.3335,-1.58691,1.40381,-91,-172,342,126.271,-68.28,121.888,0.980469,-0.0654297,-0.140137,-0.915527,0.427246,1.83105,-313,15,268,-154.028,-81.1285,61.9958,
-0.0400391,0.0507812,1.01611,1.34277,-1.40381,-1.64795,-111,312,-660,1.77979,1.83472,-21.7749,0.927734,0.327148,-0.224121,-4.94385,-1.58691,1.77002,-91,-171,343,126.266,-68.269,121.822,0.972656,-0.0673828,-0.147461,-1.2207,0.854492,2.13623,-312,16,268,-153.847,-81.1176,61.7981,
-0.0449219,0.0415039,1.0083,1.77002,-1.89209,-1.95312,-111,312,-660,1.80725,1.81274,-21.8024,0.925781,0.321289,-0.224609,-4.63867,-2.0752,2.31934,-91,-172,343,126.282,-68.269,121.729,0.978516,-0.0605469,-0.15332,-1.09863,0.854492,2.19727,-311,16,269,-153.726,-81.1121,61.6663,
-0.0390625,0.03125,1.01074,2.0752,-1.95312,-2.2583,-112,312,-661,1.84021,1.79077,-21.8408,0.933594,0.32373,-0.219727,-3.54004,-2.38037,2.56348,-92,-174,342,126.332,-68.269,121.613,0.984375,-0.0585938,-0.147461,-1.2207,0.610352,2.19727,-310,17,266,-153.572,-81.1066,61.5015,
-0.0415039,0.0336914,1.01025,0.915527,-1.70898,-2.86865,-112,312,-660,1.86218,1.77429,-21.8683,0.94043,0.324707,-0.223633,-3.35693,-2.80762,2.50244,-92,-174,342,126.376,-68.269,121.531,0.98291,-0.0615234,-0.146973,-1.15967,0.305176,2.50244,-309,18,266,-153.413,-81.0956,61.3367,
-0.0439453,0.0395508,1.00635,-1.09863,-1.89209,-2.99072,-111,311,-660,1.86218,1.75781,-21.9177,0.933105,0.317383,-0.215332,-3.35693,-2.86865,2.19727,-90,-176,341,126.447,-68.2635,121.399,0.978516,-0.0625,-0.144531,-1.40381,-0.12207,2.86865,-310,17,266,-153.232,-81.0736,61.1444,
